Unit Cell Height,Base Length ,Side Length,Structure Height,Structure Length,Material,Young's Modulus,Density,Poisson's Ratio,Boundary Conditions,Frequency #,Hexagonal Eigenfrequency (Hz),Auxetic Eigenfrequency 
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,7,1139.6,1971.4
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,8,1243.8,2030.8
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,9,1350.9,2075.2
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,10,1439.5,2128.9
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,1,126.62,250.86
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,2,159.90,267.43
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,3,335.99,327.04
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,4,363.88,574.93
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,5,526.50,1015.0
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,6,540.69,1023.8
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,7,579.51,1102.4
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,8,613.74,1109.9
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,9,680.83,1136.7
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNF,10,706.43,1191.8
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,1,139.64,190.69
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,2,236.16,308.15
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,3,276.59,402.16
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,4,377.38,424.61
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,5,385.98,569.27
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,6,523.25,604.50
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,7,569.03,609.73
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,8,579.21,753.59
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,9,620.37,856.15
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,NNN,10,644.72,917.96
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,1,1123.6,1131.5
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,2,1197.2,2036.5
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,3,1255.0,2073.2
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,4,1370.6,2253.3
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,5,1419.5,2318.5
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,6,1453.7,2495.1
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,7,1463.1,2511.4
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,8,1586.9,2587.1
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,9,1721.3,2637.9
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,FNF,10,1858.8,2702.3
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,1,166.52,325.75
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,2,211.91,348.45
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,3,447.35,420.13
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,4,470.69,760.55
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,5,668.15,1290.3
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,6,687.11,1298.7
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,7,739.28,1399.6
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,8,784.14,1417.8
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,9,901.56,1497.2
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNF,10,905.16,1518.4
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,1,187.66,254.62
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,2,312.93,397.25
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,3,359.33,531.80
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,4,500.82,547.38
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,5,505.02,734.68
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,6,679.12,777.45
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,7,749.78,811.86
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,8,751.25,972.53
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,9,816.91,1105.6
6.92,20,6.92,39.60,197.00,Acrylic Glass,3.3E+9,1200,0.40,NNN,10,827.88,1191.8
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,1,3432.8,3441.5
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,2,3749.1,6356.2
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,3,3934.9,6470.2
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,4,4152.6,7036.8
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,5,4305.8,7245.1
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,6,4408.9,7573.2
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,7,4592.5,7611.5
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,8,4811.0,7842.8
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,9,5214.8,7987.1
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,FNF,10,5640.6,8175.7
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,1,519.23,1008.6
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,2,666.39,1084.0
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,3,1407.9,1279.1
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,4,1438.2,2378.6
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,5,2020.9,3905.6
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,6,2079.7,3928.8
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,7,2243.9,4235.5
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,8,2385.4,4303.4
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,9,2758.8,4603.6
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNF,10,2764.9,4673.9
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,1,597.80,807.95
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,2,978.72,1212.1
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,3,1101.4,1660.2
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,4,1533.8,1669.7
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,5,1597.4,2241.9
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,6,2079.4,2369.0
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,7,2294.1,2553.9
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,8,2352.9,2967.4
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,9,2524.9,3374.3
6.92,20,6.92,39.60,197.00,CoCrMo,2.4E+11,8900,0.31,NNN,10,2527.7,3638.4
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,1,403.797273773435,279.6371879753258
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,2,1021.9044113360079,348.23841209057593
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,3,1698.762623603769,673.3959915758049
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,4,1941.389319433861,1111.8445418078086
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,5,2176.4068599512257,1600.0023406176147
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,6,2311.807387873127,1879.4460477969124
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,7,2435.0435466693766,2459.265426434234
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,8,2484.1999986505703,2782.4786370568486
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,9,2589.1359067555286,2837.1565960992634
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,FNF,10,2719.6876826964776,3168.474373359086
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,1,337.12129756189415,279.6371879753258
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,2,469.37308542683064,348.23841209057593
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,3,1227.4355262418776,673.3959915758049
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,4,1370.899070586138,1111.8445418078086
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,5,1736.6637614179442,1600.0023406176147
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,6,1819.8980980680187,1879.4460477969124
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,7,2092.210170217499,2459.265426434234
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,8,2300.1434076971454,2782.4786370568486
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,9,2430.723952957422,2837.1565960992634
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNF,10,2434.3998376288214,3168.474373359086
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,1,589.0641222820694,797.2789075339775
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,2,972.3621572344925,1216.4884198322334
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,3,1103.5391578268734,1650.7124936681344
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,4,1537.2180883146646,1675.9583401445818
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,5,1579.2075755958335,2250.0312411944155
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,6,2084.2838136208024,2378.709535059349
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,7,2299.9169998902285,2530.8751888982783
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,8,2335.045807637575,2978.2958640839197
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,9,2533.874269948191,3386.391605891242
6.92,20,6.92,39.60,197.00,AlSi10Mg,"7,00E+10",2630,0.35,NNN,10,2534.9139712199635,3651.0857214310213
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,1,27.896269406138824,19.148762785815002
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,2,70.01863948765953,24.2479408415402
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,3,118.29855646546515,46.00507470408655
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,4,135.34512956575645,77.41556602437291
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,5,151.49726174256097,109.7383456817859
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,6,159.75195488370292,130.88985375228077
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,7,169.22302029097492,171.2570782590308
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,8,172.10692385208822,190.55591309826764
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,9,179.58386349609856,197.37016591901605
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,FNF,10,189.32369691094388,220.5812385231426
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,1,23.42779556528933,5.082860589648525
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,2,32.29464066524696,8.872998265945412
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,3,84.18712608267535,30.044816467375647
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,4,95.27859251888353,59.4276944088265
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,5,120.92913576521734,62.41256680795154
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,6,126.61896370560318,89.45976875255944
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,7,145.7649586716945,109.4954770380605
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,8,159.92356062152552,117.38026352925593
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,9,168.54370565112168,147.97002927273252
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNF,10,168.62075972388305,161.37016267783397
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,1,54.28416015358777,40.01014316982926
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,2,84.69383014297173,66.71705636336402
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,3,113.3791025232309,76.61044511197963
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,4,116.702381361989,106.77419626101438
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,5,156.6336492583822,107.67034727487581
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,6,165.75358178892978,144.78900469996418
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,7,173.08918673674464,159.8537422129787
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,8,207.34376573664025,160.1669463245357
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,9,235.71444801686764,174.16546796874675
6.92,20,6.92,39.60,197.00,Al_Foam,"1,00E+08",800,0.4,NNN,10,254.0910553241988,176.50396683302955
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,1,1068.06695875273,1555.9795671509037
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,2,1352.485522230769,3905.4531197296456
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,3,2566.040468155312,6598.378226143405
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,4,4318.033968943816,7549.190647054871
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,5,6120.912480833534,8450.113534658576
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,6,7300.687234380586,8910.538321318816
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,7,9552.263442775884,9438.809109901304
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,8,10628.701020862376,9599.66556534742
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,9,11008.781883741736,10016.709333096742
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,FNF,10,12303.433658635911,10559.971285433
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,1,283.50841993779824,1306.7400033169524
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,2,494.9122000264363,1801.308996064825
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,3,1675.8197969953474,4695.73354221927
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,4,3314.718426287186,5314.385982654307
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,5,3481.2066539201833,6745.104929025608
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,6,4989.827500432608,7062.468368539498
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,7,6107.365915283369,8130.380945799209
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,8,6547.158293398083,8920.110031833443
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,9,8253.373908124935,9400.918749106393
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNF,10,9000.797639611897,9405.216620383835
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,1,2231.6591623919603,3027.82579242829
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,2,3721.2996091152986,4723.996145025239
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,3,4273.126469332937,6323.98419544422
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,4,5955.5801250822815,6509.3478325787055
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,5,6005.565039800356,8736.607543021002
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,6,8075.944834276014,9245.293075751992
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,7,8916.21574668971,9654.453571662527
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,8,8933.685436907286,11565.082702901173
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,9,9714.485669663334,13147.52375550499
6.92,20,6.92,39.60,197.00,CF_High,"7,00E+11",1800,0.4,NNN,10,9844.920904514696,14172.521939292845
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,1,891.9053884059476,612.2282684609773
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,2,2238.6506573956735,775.2602605553877
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,3,3782.266308723508,1470.8839170998947
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,4,4327.282926582248,2475.1467462073892
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,5,4843.702290175965,3508.577450274082
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,6,5107.623074627344,4184.837911460255
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,7,5410.43396806347,5475.467296687062
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,8,5502.638738747648,6092.493699957402
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,9,5741.693024148974,6310.3604231441695
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,FNF,10,6053.097025130291,7052.469714406412
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,1,749.0384032837565,162.51028902602707
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,2,1032.5310379774603,283.689363737549
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,3,2691.648487274616,960.5991863386535
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,4,3046.2671832953292,1900.0347351759858
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,5,3866.3717427106258,1995.467702361
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,6,4048.2881172650646,2860.2265272377635
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,7,4660.427892084604,3500.8124031172647
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,8,5113.109689107743,3752.9064537423505
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,9,5388.714777240859,4730.928872814774
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNF,10,5391.178366320204,5159.3607542035
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,1,1279.2127055233168,1735.5845773234385
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,2,2133.0917464831086,2707.8489362930936
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,3,2449.405251162063,3624.9804933670184
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,4,3413.8070419278324,3731.233062580122
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,5,3442.4589701527107,5007.923951536085
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,6,4629.224486438265,5299.508350922598
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,7,5110.877440026028,5534.043854280163
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,8,5120.89126745384,6629.238452580358
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,9,5568.454943449883,7536.3118686532225
6.92,20,6.92,39.60,197.00,CF_Low,"2,30E+11",1800,0.2,NNN,10,5643.221920634149,8123.852619414346
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,1,2084.548354031613,1451.7144911678633
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,2,5305.026382580863,1781.7287000785934
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,3,8704.430646340597,3504.5052425305876
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,4,9933.171203177566,5688.53279661022
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,5,11142.50590364732,8294.962143834791
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,6,11917.472493943525,9613.878839316578
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,7,12475.131485374366,12579.978291406225
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,8,12780.707347642183,14444.178256560597
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,9,13301.041524775663,14527.028459247911
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,FNF,10,13926.118340795398,16210.527728817524
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,1,1732.0736633947233,373.71965441317667
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,2,2432.3418099206874,673.7835107904942
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,3,6366.570584485712,2290.6270031675717
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,4,7026.631068686604,4363.603285265443
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,5,8898.744936430337,4713.766332427418
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,6,9329.162311248938,6572.7520300761935
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,7,10710.30564858317,8043.096470601887
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,8,11789.813709194017,8871.323750125955
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,9,12499.740632150077,10874.731503883699
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNF,10,12525.309656528769,12232.014170911469
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,1,3083.328375958525,4165.984346009828
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,2,5037.649973314466,6224.322704113967
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,3,5657.949322483966,8543.23908199022
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,4,7878.316366347056,8574.162202994
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,5,8232.186808287874,11512.474604376263
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,6,10680.481504436397,12163.447503872529
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,7,11782.855811819218,13153.36624739586
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,8,12114.928088445336,15237.675727627613
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,9,12966.006732846725,17327.244419213468
6.92,20,6.92,39.60,197.00,CNTs,1.5E+12,2100,0.3,NNN,10,12980.187612761194,18683.538134116836
6.92,20,6.92,39.60,197.00,FeMnSi,"7,00E+10",7800,0.33,FNF,1,234.04683658767328,162.49332036182975
