Unit Cell Height,Base Length ,Side Length,Structure Height,Structure Length,Material,Young's Modulus,Density,Poisson's Ratio,Boundary Conditions,Frequency #,Hexagonal Eigenfrequency (Hz),Auxetic Eigenfrequency 
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,5,148.90448349466683,78.87639729524278
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,6,156.10674374001533,109.98317775426345
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,7,179.21769216559554,134.58674612500164
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,8,197.2813170174205,148.4456392823385
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,9,209.1606665794856,181.9690629661212
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,10,209.5885181928332,204.68074601518887
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,1,51.59395203846172,69.71025147068845
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,2,84.29600722128042,104.15283997484632
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,3,94.67560060877781,142.95573274264893
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,4,131.82944760353539,143.473175524716
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,5,137.7508326704065,192.64054615889356
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,6,178.71863878011249,203.5334062269963
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,7,197.16488912400004,220.09791507178204
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,8,202.72152113486814,254.97508357199496
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,9,216.9627907388838,289.9402555105685
6.92,20,6.92,39.60,197.00,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,10,217.20008225520158,312.6353902208585
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,1,407.8372366938997,282.0270158056949
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,2,1030.7022568426867,352.3210177142767
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,3,1718.4232528722812,678.8274550328485
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,4,1964.3751236596472,1124.8777940902437
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,5,2201.7093537354467,1614.1550090081175
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,6,2335.3474958116235,1901.5580257295373
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,7,2462.8151273070907,2488.179560032912
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,8,2510.560145219622,2806.3026927556703
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,9,2617.405438318973,2869.9363535500365
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,FNF,10,2751.2501695042442,3205.581522564307
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,1,340.8576465448305,73.8416392930023
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,2,473.6957532636793,130.72967785012708
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,3,1238.235940433876,443.34167170664807
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,4,1386.4587125394257,863.1837073853426
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,5,1756.7456182694496,917.2365608621303
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,6,1840.7176650470165,1299.7787040175504
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,7,2116.734655912581,1590.7837187644554
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,8,2326.3198568046623,1726.2757443352436
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,9,2456.940561271779,2150.329214462635
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNF,10,2460.25134255983,2376.32163850712
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,1,593.1296885879455,803.1172343538739
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,2,981.066194498025,1230.7284831878676
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,3,1115.9050311636147,1665.8286810469378
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,4,1554.5894299156962,1695.6338774325463
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,5,1591.3583190971465,2276.351280908406
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,6,2107.8938639051507,2406.9139887555757
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,7,2326.141105544453,2551.902146748603
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,8,2355.5557506680425,3013.1745715927086
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,9,2558.24544050802,3425.9592373128776
6.92,20,6.92,39.60,197.00,Ti6Al4V,"1,20E+11",4430,0.36,NNN,10,2563.670084114222,3693.640522763482
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,1,572.15,542.42
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,2,1172.8,1177.3
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,3,1271.0,1455.3
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,4,1272.5,1665.4
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,5,1361.5,1728.5
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,6,1696.0,1888.3
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,7,1750.8,1939.1
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,8,1774.7,2010.9
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,9,1843.3,2143.7
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,FNF,10,1968.3,2217.8
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,1,191.83,222.92
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,2,193.30,242.61
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,3,247.95,280.80
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,4,554.76,711.08
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,5,750.78,874.75
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,6,942.67,1090.1
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,7,953.73,1318.4
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,8,1057.5,1322.7
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,9,1219.2,1407.6
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNF,10,1327.4,1481.3
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,1,127.35,166.06
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,2,394.81,480.46
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,3,516.20,496.62
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,4,607.55,623.76
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,5,644.15,808.77
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,6,741.69,867.72
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,7,873.31,912.26
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,8,924.68,1094.1
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,9,943.16,1133.2
27.50,25.00,14.60,143.45,220.56,Steel,"2,05E+11",7850,0.28,NNN,10,1082.3,1200.1
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,1,576.62,546.00
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,2,1181.9,1184.8
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,3,1259.7,1464.2
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,4,1260.9,1649.9
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,5,1371.8,1712.0
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,6,1689.2,1898.2
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,7,1762.4,1950.3
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,8,1787.9,2023.4
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,9,1856.5,2132.0
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,FNF,10,1980.3,2227.2
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,1,189.98,224.47
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,2,192.42,239.72
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,3,249.89,279.04
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,4,550.82,715.85
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,5,756.61,869.12
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,6,931.89,1098.0
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,7,962.25,1311.5
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,8,1047.2,1326.7
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,9,1229.7,1416.0
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNF,10,1337.4,1492.2
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,1,125.15,163.15
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,2,391.56,483.82
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,3,520.25,490.99
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,4,612.10,628.08
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,5,639.82,796.69
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,6,731.88,873.51
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,7,879.52,918.37
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,8,931.71,1087.8
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,9,934.00,1140.2
27.50,25.00,14.60,143.45,220.56,Aluminum,"7,00E+10",2700,0.33,NNN,10,1090.5,1208.5
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,1,956.54,906.84
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,2,1960.8,1968.2
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,3,2125.0,2433.1
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,4,2127.5,2784.2
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,5,2276.3,2889.9
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,6,2835.4,3157.0
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,7,2927.0,3241.9
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,8,2967.0,3361.9
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,9,3081.6,3583.9
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,FNF,10,3290.8,3707.9
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,1,320.71,372.69
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,2,323.17,405.60
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,3,414.54,469.46
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,4,927.47,1188.8
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,5,1255.2,1462.5
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,6,1576.0,1822.5
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,7,1594.5,2204.1
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,8,1767.9,2211.4
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,9,2038.3,2353.3
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNF,10,2219.2,2476.6
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,1,212.90,277.62
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,2,660.06,803.26
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,3,863.00,830.28
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,4,1015.7,1042.8
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,5,1076.9,1352.1
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,6,1240.0,1450.7
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,7,1460.1,1525.2
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,8,1545.9,1829.1
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,9,1576.8,1894.6
27.50,25.00,14.60,143.45,220.56,Sillicon,"1,70E+11",2329,0.28,NNN,10,1809.5,2006.3
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,1,406.24,384.67
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,2,832.68,834.68
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,3,887.49,1031.6
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,4,888.33,1162.4
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,5,966.46,1206.1
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,6,1190.1,1337.3
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,7,1241.6,1374.0
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,8,1259.6,1425.5
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,9,1308.0,1502.0
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,FNF,10,1395.2,1569.1
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,1,133.85,158.14
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,2,135.56,168.89
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,3,176.05,196.59
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,4,388.06,504.33
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,5,533.04,612.31
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,6,656.53,773.53
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,7,677.92,924.00
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,8,737.74,934.70
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,9,866.33,997.57
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNF,10,942.22,1051.3
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,1,88.171,114.94
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,2,275.86,340.86
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,3,366.52,345.91
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,4,431.23,442.50
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,5,450.76,561.29
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,6,515.62,615.40
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,7,619.64,647.01
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,8,656.41,766.40
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,9,658.02,803.27
27.50,25.00,14.60,143.45,220.56,Nitinol,8.3E+10,6450,0.33,NNN,10,768.30,851.40
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,1,148.94,139.62
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,2,304.83,302.52
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,3,305.00,373.20
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,4,305.12,398.70
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,5,354.10,413.33
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,6,413.04,481.74
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,7,452.42,496.26
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,8,461.43,515.61
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,9,477.83,519.92
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,FNF,10,507.28,544.21
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,1,45.940,57.499
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,2,47.006,57.637
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,3,64.554,67.898
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,4,133.80,183.15
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,5,195.38,211.32
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,6,224.49,281.02
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,7,250.56,317.59
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,8,253.04,338.70
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,9,319.52,360.50
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNF,10,344.94,366.62
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,1,29.732,38.689
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,2,94.985,118.15
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,3,134.44,123.98
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,4,155.45,160.90
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,5,157.85,190.25
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,6,175.79,223.44
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,7,225.74,234.99
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,8,226.34,264.75
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,9,240.44,290.81
27.50,25.00,14.60,143.45,220.56,Polyethylene,1.5E+9,970,0.47,NNN,10,280.36,309.05
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,1,191.85,181.16
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,2,393.18,392.90
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,3,407.73,485.35
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,4,408.01,533.78
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,5,456.21,553.65
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,6,550.17,628.14
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,7,585.03,646.02
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,8,594.45,670.73
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,9,616.92,693.21
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,FNF,10,656.75,725.01
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,1,61.453,74.527
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,2,62.624,77.313
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,3,83.142,90.624
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,4,178.69,237.57
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,5,251.71,282.18
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,6,300.73,364.62
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,7,320.91,424.80
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,8,338.61,439.96
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,9,409.83,469.15
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNF,10,444.74,490.94
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,1,40.083,52.227
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,2,126.87,158.45
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,3,173.11,160.66
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,4,203.53,208.53
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,5,207.64,255.96
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,6,235.69,289.87
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,7,292.23,304.77
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,8,302.04,353.46
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,9,309.87,377.96
27.50,25.00,14.60,143.45,220.56,Acrylic Glass,3.3E+9,1200,0.40,NNN,10,362.19,401.19
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,1,585.21,554.43
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,2,1199.6,1203.2
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,3,1287.4,1487.2
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,4,1288.7,1686.4
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,5,1392.4,1750.0
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,6,1723.0,1928.7
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,7,1789.6,1981.1
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,8,1814.8,2055.0
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,9,1884.7,2175.8
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,FNF,10,2011.3,2265.1
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,NNF,1,194.21,227.90
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,NNF,2,196.31,245.27
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,NNF,3,253.61,284.87
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,NNF,4,562.52,726.87
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,NNF,5,767.90,887.35
27.50,25.00,14.60,143.45,220.56,CoCrMo,2.4E+11,8900,0.31,NNF,6,953.29,1114.6
